,,,,,,,,,,,
, Initial Claims ,,,, Continued Claims ,,,,I.U.R,,Covered Employment
, N.S.A , S.F. , S.A. , S.A. 4-Week , N.S.A , S.F. , S.A. , S.A. 4-Week ,N.S.A,S.A.,
6/29/85," 349,800.0000 ", 89.6000 ," 390,000.0000 "," 392,250.0000 "," 2,167,000.0000 ", 86.5000 ," 2,505,000.0000 "," 2,542,000.0000 ",2.4,2.8,"90,392,838"
7/6/85," 409,500.0000 ", 103.8000 ," 395,000.0000 "," 390,250.0000 "," 2,533,000.0000 ", 97.1000 ," 2,609,000.0000 "," 2,553,250.0000 ",2.8,2.9,"91,399,648"
7/13/85," 481,500.0000 ", 124.6000 ," 386,000.0000 "," 389,250.0000 "," 2,514,000.0000 ", 99.8000 ," 2,519,000.0000 "," 2,545,750.0000 ",2.8,2.8,"91,399,648"
7/20/85," 413,700.0000 ", 111.9000 ," 370,000.0000 "," 385,250.0000 "," 2,424,000.0000 ", 96.2000 ," 2,520,000.0000 "," 2,538,250.0000 ",2.7,2.8,"91,399,648"
7/27/85," 358,700.0000 ", 99.2000 ," 362,000.0000 "," 378,250.0000 "," 2,388,000.0000 ", 94.7000 ," 2,522,000.0000 "," 2,542,500.0000 ",2.6,2.8,"91,399,648"
8/3/85," 365,800.0000 ", 89.8000 ," 407,000.0000 "," 381,250.0000 "," 2,390,000.0000 ", 94.9000 ," 2,518,000.0000 "," 2,519,750.0000 ",2.6,2.8,"91,399,648"
8/10/85," 358,200.0000 ", 89.2000 ," 402,000.0000 "," 385,250.0000 "," 2,373,000.0000 ", 92.5000 ," 2,565,000.0000 "," 2,531,250.0000 ",2.6,2.8,"91,399,648"
8/17/85," 319,400.0000 ", 80.1000 ," 399,000.0000 "," 392,500.0000 "," 2,335,000.0000 ", 90.7000 ," 2,574,000.0000 "," 2,544,750.0000 ",2.6,2.8,"91,399,648"
8/24/85," 314,800.0000 ", 77.7000 ," 405,000.0000 "," 403,250.0000 "," 2,287,000.0000 ", 89.3000 ," 2,561,000.0000 "," 2,554,500.0000 ",2.5,2.8,"91,399,648"
8/31/85," 317,600.0000 ", 77.7000 ," 409,000.0000 "," 403,750.0000 "," 2,133,000.0000 ", 82.2000 ," 2,595,000.0000 "," 2,573,750.0000 ",2.3,2.8,"91,399,648"
9/7/85," 304,700.0000 ", 71.6000 ," 426,000.0000 "," 409,750.0000 "," 2,251,000.0000 ", 86.7000 ," 2,596,000.0000 "," 2,581,500.0000 ",2.5,2.8,"91,399,648"
9/14/85," 332,900.0000 ", 81.6000 ," 408,000.0000 "," 412,000.0000 "," 2,160,000.0000 ", 83.4000 ," 2,590,000.0000 "," 2,585,500.0000 ",2.4,2.8,"91,399,648"
9/21/85," 317,600.0000 ", 79.3000 ," 401,000.0000 "," 411,000.0000 "," 2,061,000.0000 ", 82.0000 ," 2,513,000.0000 "," 2,573,500.0000 ",2.3,2.7,"91,399,648"
9/28/85," 301,600.0000 ", 75.6000 ," 399,000.0000 "," 408,500.0000 "," 2,096,000.0000 ", 79.9000 ," 2,623,000.0000 "," 2,580,500.0000 ",2.3,2.9,"91,399,648"
10/5/85," 355,600.0000 ", 87.9000 ," 405,000.0000 "," 403,250.0000 "," 2,086,000.0000 ", 78.5000 ," 2,657,000.0000 "," 2,595,750.0000 ",2.3,2.9,"92,216,215"
10/12/85," 358,000.0000 ", 89.4000 ," 400,000.0000 "," 401,250.0000 "," 2,058,000.0000 ", 80.1000 ," 2,569,000.0000 "," 2,590,500.0000 ",2.2,2.8,"92,216,215"
10/19/85," 331,000.0000 ", 82.8000 ," 400,000.0000 "," 401,000.0000 "," 2,197,000.0000 ", 83.1000 ," 2,644,000.0000 "," 2,623,250.0000 ",2.4,2.9,"92,216,215"
10/26/85," 375,700.0000 ", 89.8000 ," 418,000.0000 "," 405,750.0000 "," 2,195,000.0000 ", 82.6000 ," 2,657,000.0000 "," 2,631,750.0000 ",2.4,2.9,"92,216,215"
11/2/85," 375,300.0000 ", 94.2000 ," 398,000.0000 "," 404,000.0000 "," 2,229,000.0000 ", 83.4000 ," 2,673,000.0000 "," 2,635,750.0000 ",2.4,2.9,"92,216,215"
11/9/85," 404,100.0000 ", 101.8000 ," 397,000.0000 "," 403,250.0000 "," 2,202,000.0000 ", 84.3000 ," 2,612,000.0000 "," 2,646,500.0000 ",2.4,2.8,"92,216,215"
11/16/85," 380,300.0000 ", 95.7000 ," 397,000.0000 "," 402,500.0000 "," 2,401,000.0000 ", 91.7000 ," 2,618,000.0000 "," 2,640,000.0000 ",2.6,2.8,"92,216,215"
11/23/85," 423,100.0000 ", 110.8000 ," 382,000.0000 "," 393,500.0000 "," 2,182,000.0000 ", 84.4000 ," 2,585,000.0000 "," 2,622,000.0000 ",2.4,2.8,"92,216,215"
11/30/85," 384,700.0000 ", 97.9000 ," 393,000.0000 "," 392,250.0000 "," 2,791,000.0000 ", 105.8000 ," 2,638,000.0000 "," 2,613,250.0000 ",3,2.9,"92,216,215"
12/7/85," 504,200.0000 ", 126.4000 ," 399,000.0000 "," 392,750.0000 "," 2,700,000.0000 ", 98.4000 ," 2,744,000.0000 "," 2,646,250.0000 ",2.9,3,"92,216,215"
12/14/85," 443,400.0000 ", 116.1000 ," 382,000.0000 "," 389,000.0000 "," 2,750,000.0000 ", 102.6000 ," 2,680,000.0000 "," 2,661,750.0000 ",3,2.9,"92,216,215"
12/21/85," 458,200.0000 ", 124.0000 ," 370,000.0000 "," 386,000.0000 "," 2,426,000.0000 ", 95.4000 ," 2,543,000.0000 "," 2,651,250.0000 ",2.6,2.8,"92,216,215"
12/28/85," 548,200.0000 ", 140.5000 ," 390,000.0000 "," 385,250.0000 "," 2,991,000.0000 ", 114.7000 ," 2,608,000.0000 "," 2,643,750.0000 ",3.2,2.8,"92,216,215"
1/4/86," 547,500.0000 ", 151.1000 ," 362,000.0000 "," 376,000.0000 "," 3,583,000.0000 ", 133.0000 ," 2,694,000.0000 "," 2,631,250.0000 ",3.9,2.9,"92,894,125"
1/11/86," 803,900.0000 ", 202.5000 ," 397,000.0000 "," 379,750.0000 "," 3,359,000.0000 ", 127.4000 ," 2,636,000.0000 "," 2,620,250.0000 ",3.6,2.8,"92,894,125"
1/18/86," 568,800.0000 ", 156.2000 ," 364,000.0000 "," 378,250.0000 "," 3,108,000.0000 ", 123.5000 ," 2,516,000.0000 "," 2,613,500.0000 ",3.3,2.7,"92,894,125"
1/25/86," 395,700.0000 ", 115.2000 ," 344,000.0000 "," 366,750.0000 "," 3,215,000.0000 ", 125.1000 ," 2,570,000.0000 "," 2,604,000.0000 ",3.5,2.8,"92,894,125"
2/1/86," 425,400.0000 ", 116.9000 ," 364,000.0000 "," 367,250.0000 "," 3,171,000.0000 ", 125.3000 ," 2,531,000.0000 "," 2,563,250.0000 ",3.4,2.7,"92,894,125"
2/8/86," 438,100.0000 ", 119.8000 ," 366,000.0000 "," 359,500.0000 "," 3,119,000.0000 ", 122.4000 ," 2,548,000.0000 "," 2,541,250.0000 ",3.4,2.7,"92,894,125"
2/15/86," 374,200.0000 ", 104.6000 ," 358,000.0000 "," 358,000.0000 "," 3,156,000.0000 ", 122.8000 ," 2,569,000.0000 "," 2,554,500.0000 ",3.4,2.8,"92,894,125"
2/22/86," 382,200.0000 ", 98.0000 ," 390,000.0000 "," 369,500.0000 "," 3,294,000.0000 ", 125.5000 ," 2,626,000.0000 "," 2,568,500.0000 ",3.5,2.8,"92,894,125"
3/1/86," 381,200.0000 ", 101.8000 ," 375,000.0000 "," 372,250.0000 "," 3,206,000.0000 ", 124.7000 ," 2,570,000.0000 "," 2,578,250.0000 ",3.5,2.8,"92,894,125"
3/8/86," 371,700.0000 ", 101.5000 ," 366,000.0000 "," 372,250.0000 "," 3,145,000.0000 ", 120.8000 ," 2,603,000.0000 "," 2,592,000.0000 ",3.4,2.8,"92,894,125"
3/15/86," 361,600.0000 ", 94.7000 ," 382,000.0000 "," 378,250.0000 "," 3,109,000.0000 ", 120.1000 ," 2,589,000.0000 "," 2,597,000.0000 ",3.3,2.8,"92,894,125"
3/22/86," 363,100.0000 ", 93.8000 ," 387,000.0000 "," 377,500.0000 "," 2,996,000.0000 ", 115.6000 ," 2,592,000.0000 "," 2,588,500.0000 ",3.2,2.8,"92,894,125"
3/29/86," 333,300.0000 ", 84.1000 ," 396,000.0000 "," 382,750.0000 "," 2,982,000.0000 ", 114.1000 ," 2,614,000.0000 "," 2,599,500.0000 ",3.2,2.8,"92,894,125"
4/5/86," 366,100.0000 ", 96.1000 ," 381,000.0000 "," 386,500.0000 "," 2,842,000.0000 ", 108.3000 ," 2,625,000.0000 "," 2,605,000.0000 ",3,2.8,"93,467,494"
4/12/86," 386,100.0000 ", 99.4000 ," 388,000.0000 "," 388,000.0000 "," 2,773,000.0000 ", 107.9000 ," 2,570,000.0000 "," 2,600,250.0000 ",3,2.7,"93,467,494"
4/19/86," 348,700.0000 ", 91.0000 ," 383,000.0000 "," 387,000.0000 "," 2,687,000.0000 ", 102.8000 ," 2,613,000.0000 "," 2,605,500.0000 ",2.9,2.8,"93,467,494"
4/26/86," 335,100.0000 ", 85.7000 ," 391,000.0000 "," 385,750.0000 "," 2,655,000.0000 ", 101.1000 ," 2,627,000.0000 "," 2,608,750.0000 ",2.8,2.8,"93,467,494"
5/3/86," 333,600.0000 ", 85.1000 ," 392,000.0000 "," 388,500.0000 "," 2,566,000.0000 ", 96.1000 ," 2,670,000.0000 "," 2,620,000.0000 ",2.7,2.9,"93,467,494"
5/10/86," 343,800.0000 ", 87.0000 ," 395,000.0000 "," 390,250.0000 "," 2,558,000.0000 ", 95.8000 ," 2,670,000.0000 "," 2,645,000.0000 ",2.7,2.9,"93,467,494"
5/17/86," 319,000.0000 ", 83.2000 ," 384,000.0000 "," 390,500.0000 "," 2,499,000.0000 ", 93.6000 ," 2,669,000.0000 "," 2,659,000.0000 ",2.7,2.9,"93,467,494"
5/24/86," 321,700.0000 ", 83.3000 ," 386,000.0000 "," 389,250.0000 "," 2,335,000.0000 ", 88.5000 ," 2,638,000.0000 "," 2,661,750.0000 ",2.5,2.8,"93,467,494"
5/31/86," 278,700.0000 ", 74.6000 ," 373,000.0000 "," 384,500.0000 "," 2,490,000.0000 ", 92.0000 ," 2,708,000.0000 "," 2,671,250.0000 ",2.7,2.9,"93,467,494"
6/7/86," 342,200.0000 ", 91.3000 ," 375,000.0000 "," 379,500.0000 "," 2,407,000.0000 ", 90.7000 ," 2,653,000.0000 "," 2,667,000.0000 ",2.6,2.8,"93,467,494"
6/14/86," 324,700.0000 ", 88.1000 ," 369,000.0000 "," 375,750.0000 "," 2,410,000.0000 ", 91.1000 ," 2,644,000.0000 "," 2,660,750.0000 ",2.6,2.8,"93,467,494"
6/21/86," 327,400.0000 ", 89.1000 ," 367,000.0000 "," 371,000.0000 "," 2,380,000.0000 ", 90.2000 ," 2,637,000.0000 "," 2,660,500.0000 ",2.5,2.8,"93,467,494"
6/28/86," 336,100.0000 ", 90.5000 ," 371,000.0000 "," 370,500.0000 "," 2,282,000.0000 ", 87.6000 ," 2,606,000.0000 "," 2,635,000.0000 ",2.4,2.8,"93,467,494"
7/5/86," 377,400.0000 ", 101.9000 ," 371,000.0000 "," 369,500.0000 "," 2,567,000.0000 ", 96.2000 ," 2,669,000.0000 "," 2,639,000.0000 ",2.7,2.8,"94,054,619"
