,,,,,,,,,,,
, Initial Claims ,,,, Continued Claims ,,,,I.U.R,,Covered Employment
, N.S.A , S.F. , S.A. , S.A. 4-Week , N.S.A , S.F. , S.A. , S.A. 4-Week ,N.S.A,S.A.,
4/6/96," 353,032.0000 ", 95.8000 ," 369,000.0000 "," 393,000.0000 "," 2,809,377.0000 ", 106.1000 ," 2,648,000.0000 "," 2,684,500.0000 ",2.5,2.3,"112,852,524"
4/13/96," 343,654.0000 ", 96.3000 ," 357,000.0000 "," 386,250.0000 "," 2,810,900.0000 ", 105.8000 ," 2,657,000.0000 "," 2,679,500.0000 ",2.5,2.4,"112,852,524"
4/20/96," 336,033.0000 ", 91.2000 ," 368,000.0000 "," 371,750.0000 "," 2,635,448.0000 ", 100.6000 ," 2,620,000.0000 "," 2,650,000.0000 ",2.3,2.3,"112,852,524"
4/27/96," 291,957.0000 ", 85.1000 ," 343,000.0000 "," 359,250.0000 "," 2,588,512.0000 ", 99.2000 ," 2,609,000.0000 "," 2,633,500.0000 ",2.3,2.3,"112,852,524"
5/4/96," 298,195.0000 ", 88.1000 ," 338,000.0000 "," 351,500.0000 "," 2,461,933.0000 ", 94.6000 ," 2,602,000.0000 "," 2,622,000.0000 ",2.2,2.3,"112,852,524"
5/11/96," 303,532.0000 ", 86.2000 ," 352,000.0000 "," 350,250.0000 "," 2,441,081.0000 ", 94.4000 ," 2,586,000.0000 "," 2,604,250.0000 ",2.2,2.3,"112,852,524"
5/18/96," 287,891.0000 ", 83.5000 ," 345,000.0000 "," 344,500.0000 "," 2,371,899.0000 ", 91.8000 ," 2,584,000.0000 "," 2,595,250.0000 ",2.1,2.3,"112,852,524"
5/25/96," 287,622.0000 ", 83.9000 ," 343,000.0000 "," 344,500.0000 "," 2,294,656.0000 ", 88.6000 ," 2,590,000.0000 "," 2,590,500.0000 ",2,2.3,"112,852,524"
6/1/96," 266,116.0000 ", 78.2000 ," 340,000.0000 "," 345,000.0000 "," 2,345,998.0000 ", 91.9000 ," 2,553,000.0000 "," 2,578,250.0000 ",2.1,2.3,"112,852,524"
6/8/96," 329,099.0000 ", 93.8000 ," 351,000.0000 "," 344,750.0000 "," 2,278,659.0000 ", 90.4000 ," 2,521,000.0000 "," 2,562,000.0000 ",2,2.2,"112,852,524"
6/15/96," 307,141.0000 ", 89.7000 ," 342,000.0000 "," 344,000.0000 "," 2,342,014.0000 ", 91.5000 ," 2,560,000.0000 "," 2,556,000.0000 ",2.1,2.3,"112,852,524"
6/22/96," 312,226.0000 ", 91.5000 ," 341,000.0000 "," 343,500.0000 "," 2,320,261.0000 ", 91.0000 ," 2,550,000.0000 "," 2,546,000.0000 ",2.1,2.3,"112,852,524"
6/29/96," 315,615.0000 ", 93.7000 ," 337,000.0000 "," 342,750.0000 "," 2,257,174.0000 ", 88.3000 ," 2,556,000.0000 "," 2,546,750.0000 ",2,2.3,"112,852,524"
7/6/96," 382,989.0000 ", 112.1000 ," 342,000.0000 "," 340,500.0000 "," 2,493,008.0000 ", 99.7000 ," 2,501,000.0000 "," 2,541,750.0000 ",2.2,2.2,"113,492,680"
7/13/96," 449,510.0000 ", 129.7000 ," 347,000.0000 "," 341,750.0000 "," 2,554,691.0000 ", 102.4000 ," 2,495,000.0000 "," 2,525,500.0000 ",2.3,2.2,"113,492,680"
7/20/96," 360,385.0000 ", 108.7000 ," 332,000.0000 "," 339,500.0000 "," 2,432,671.0000 ", 97.6000 ," 2,492,000.0000 "," 2,511,000.0000 ",2.1,2.2,"113,492,680"
7/27/96," 294,762.0000 ", 90.1000 ," 327,000.0000 "," 337,000.0000 "," 2,373,525.0000 ", 96.0000 ," 2,472,000.0000 "," 2,490,000.0000 ",2.1,2.2,"113,492,680"
8/3/96," 283,216.0000 ", 86.8000 ," 326,000.0000 "," 333,000.0000 "," 2,334,951.0000 ", 94.3000 ," 2,476,000.0000 "," 2,483,750.0000 ",2.1,2.2,"113,492,680"
8/10/96," 285,795.0000 ", 86.3000 ," 331,000.0000 "," 329,000.0000 "," 2,317,551.0000 ", 93.0000 ," 2,492,000.0000 "," 2,483,000.0000 ",2,2.2,"113,492,680"
8/17/96," 265,742.0000 ", 79.0000 ," 336,000.0000 "," 330,000.0000 "," 2,280,788.0000 ", 91.4000 ," 2,495,000.0000 "," 2,483,750.0000 ",2,2.2,"113,492,680"
8/24/96," 259,677.0000 ", 77.0000 ," 337,000.0000 "," 332,500.0000 "," 2,239,076.0000 ", 89.8000 ," 2,493,000.0000 "," 2,489,000.0000 ",2,2.2,"113,492,680"
8/31/96," 251,425.0000 ", 76.5000 ," 329,000.0000 "," 333,250.0000 "," 2,108,790.0000 ", 83.8000 ," 2,516,000.0000 "," 2,499,000.0000 ",1.9,2.2,"113,492,680"
9/7/96," 238,893.0000 ", 71.8000 ," 333,000.0000 "," 333,750.0000 "," 2,105,993.0000 ", 86.2000 ," 2,443,000.0000 "," 2,486,750.0000 ",1.9,2.2,"113,492,680"
9/14/96," 272,464.0000 ", 80.6000 ," 338,000.0000 "," 334,250.0000 "," 2,077,963.0000 ", 83.6000 ," 2,486,000.0000 "," 2,484,500.0000 ",1.8,2.2,"113,492,680"
9/21/96," 273,232.0000 ", 77.7000 ," 352,000.0000 "," 338,000.0000 "," 2,017,274.0000 ", 81.2000 ," 2,484,000.0000 "," 2,482,250.0000 ",1.8,2.2,"113,492,680"
9/28/96," 261,251.0000 ", 75.0000 ," 348,000.0000 "," 342,750.0000 "," 1,997,890.0000 ", 80.6000 ," 2,479,000.0000 "," 2,473,000.0000 ",1.8,2.2,"113,492,680"
10/5/96," 292,029.0000 ", 87.2000 ," 335,000.0000 "," 343,250.0000 "," 1,969,583.0000 ", 78.9000 ," 2,496,000.0000 "," 2,486,250.0000 ",1.7,2.2,"114,056,782"
10/12/96," 306,521.0000 ", 91.7000 ," 334,000.0000 "," 342,250.0000 "," 1,966,937.0000 ", 81.2000 ," 2,422,000.0000 "," 2,470,250.0000 ",1.7,2.1,"114,056,782"
10/19/96," 271,934.0000 ", 81.1000 ," 335,000.0000 "," 338,000.0000 "," 2,039,622.0000 ", 83.3000 ," 2,449,000.0000 "," 2,461,500.0000 ",1.8,2.1,"114,056,782"
10/26/96," 311,965.0000 ", 88.7000 ," 352,000.0000 "," 339,000.0000 "," 2,063,060.0000 ", 83.4000 ," 2,474,000.0000 "," 2,460,250.0000 ",1.8,2.2,"114,056,782"
11/2/96," 320,827.0000 ", 96.2000 ," 334,000.0000 "," 338,750.0000 "," 2,084,152.0000 ", 85.0000 ," 2,452,000.0000 "," 2,449,250.0000 ",1.8,2.1,"114,056,782"
11/9/96," 340,240.0000 ", 104.0000 ," 327,000.0000 "," 337,000.0000 "," 2,111,062.0000 ", 85.3000 ," 2,475,000.0000 "," 2,462,500.0000 ",1.9,2.2,"114,056,782"
11/16/96," 330,730.0000 ", 96.8000 ," 342,000.0000 "," 338,750.0000 "," 2,220,879.0000 ", 92.3000 ," 2,406,000.0000 "," 2,451,750.0000 ",1.9,2.1,"114,056,782"
11/23/96," 383,512.0000 ", 110.5000 ," 347,000.0000 "," 337,500.0000 "," 2,042,433.0000 ", 86.9000 ," 2,350,000.0000 "," 2,420,750.0000 ",1.8,2.1,"114,056,782"
11/30/96," 328,186.0000 ", 99.0000 ," 332,000.0000 "," 337,000.0000 "," 2,612,507.0000 ", 106.2000 ," 2,460,000.0000 "," 2,422,750.0000 ",2.3,2.2,"114,056,782"
12/7/96," 444,305.0000 ", 125.0000 ," 355,000.0000 "," 344,000.0000 "," 2,458,896.0000 ", 99.0000 ," 2,484,000.0000 "," 2,425,000.0000 ",2.2,2.2,"114,056,782"
12/14/96," 404,436.0000 ", 114.8000 ," 352,000.0000 "," 346,500.0000 "," 2,533,262.0000 ", 102.8000 ," 2,464,000.0000 "," 2,439,500.0000 ",2.2,2.2,"114,056,782"
12/21/96," 429,566.0000 ", 122.8000 ," 350,000.0000 "," 347,250.0000 "," 2,443,253.0000 ", 97.5000 ," 2,506,000.0000 "," 2,478,500.0000 ",2.1,2.2,"114,056,782"
12/28/96," 520,650.0000 ", 146.0000 ," 357,000.0000 "," 353,500.0000 "," 2,914,281.0000 ", 116.7000 ," 2,497,000.0000 "," 2,487,750.0000 ",2.6,2.2,"114,056,782"
1/4/97," 541,210.0000 ", 155.8000 ," 347,000.0000 "," 351,500.0000 "," 3,409,390.0000 ", 133.6000 ," 2,552,000.0000 "," 2,504,750.0000 ",3,2.2,"114,693,000"
1/11/97," 654,473.0000 ", 202.1000 ," 324,000.0000 "," 344,500.0000 "," 3,103,732.0000 ", 125.5000 ," 2,473,000.0000 "," 2,507,000.0000 ",2.7,2.2,"114,693,000"
1/18/97," 513,913.0000 ", 148.8000 ," 345,000.0000 "," 343,250.0000 "," 3,028,156.0000 ", 124.4000 ," 2,434,000.0000 "," 2,489,000.0000 ",2.6,2.1,"114,693,000"
1/25/97," 385,310.0000 ", 113.2000 ," 340,000.0000 "," 339,000.0000 "," 3,070,348.0000 ", 123.2000 ," 2,492,000.0000 "," 2,487,750.0000 ",2.7,2.2,"114,693,000"
2/1/97," 380,099.0000 ", 114.1000 ," 333,000.0000 "," 335,500.0000 "," 3,025,548.0000 ", 125.9000 ," 2,403,000.0000 "," 2,450,500.0000 ",2.6,2.1,"114,693,000"
2/8/97," 370,766.0000 ", 117.7000 ," 315,000.0000 "," 333,250.0000 "," 2,957,037.0000 ", 121.4000 ," 2,436,000.0000 "," 2,441,250.0000 ",2.6,2.1,"114,693,000"
2/15/97," 320,374.0000 ", 102.4000 ," 313,000.0000 "," 325,250.0000 "," 2,952,894.0000 ", 122.7000 ," 2,407,000.0000 "," 2,434,500.0000 ",2.6,2.1,"114,693,000"
2/22/97," 309,202.0000 ", 96.0000 ," 322,000.0000 "," 320,750.0000 "," 2,976,756.0000 ", 123.3000 ," 2,414,000.0000 "," 2,415,000.0000 ",2.6,2.1,"114,693,000"
3/1/97," 317,339.0000 ", 98.9000 ," 321,000.0000 "," 317,750.0000 "," 2,919,335.0000 ", 123.2000 ," 2,370,000.0000 "," 2,406,750.0000 ",2.5,2.1,"114,693,000"
3/8/97," 314,787.0000 ", 99.2000 ," 317,000.0000 "," 318,250.0000 "," 2,805,375.0000 ", 118.3000 ," 2,371,000.0000 "," 2,390,500.0000 ",2.4,2.1,"114,693,000"
3/15/97," 296,698.0000 ", 93.1000 ," 319,000.0000 "," 319,750.0000 "," 2,778,065.0000 ", 118.5000 ," 2,344,000.0000 "," 2,374,750.0000 ",2.4,2,"114,693,000"
3/22/97," 291,463.0000 ", 92.6000 ," 315,000.0000 "," 318,000.0000 "," 2,632,872.0000 ", 113.4000 ," 2,322,000.0000 "," 2,351,750.0000 ",2.3,2,"114,693,000"
3/29/97," 268,823.0000 ", 82.8000 ," 325,000.0000 "," 319,000.0000 "," 2,615,853.0000 ", 112.2000 ," 2,331,000.0000 "," 2,342,000.0000 ",2.3,2,"114,693,000"
4/5/97," 311,186.0000 ", 95.7000 ," 325,000.0000 "," 321,000.0000 "," 2,497,816.0000 ", 105.9000 ," 2,359,000.0000 "," 2,339,000.0000 ",2.2,2,"115,361,745"
4/12/97," 329,663.0000 ", 99.8000 ," 330,000.0000 "," 323,750.0000 "," 2,452,384.0000 ", 106.3000 ," 2,307,000.0000 "," 2,329,750.0000 ",2.1,2,"115,361,745"
4/19/97," 286,593.0000 ", 90.6000 ," 316,000.0000 "," 324,000.0000 "," 2,322,609.0000 ", 100.8000 ," 2,304,000.0000 "," 2,325,250.0000 ",2,2,"115,361,745"
4/26/97," 295,166.0000 ", 87.5000 ," 337,000.0000 "," 327,000.0000 "," 2,322,204.0000 ", 99.8000 ," 2,327,000.0000 "," 2,324,250.0000 ",2,2,"115,361,745"
5/3/97," 295,629.0000 ", 86.4000 ," 342,000.0000 "," 331,250.0000 "," 2,212,783.0000 ", 94.6000 ," 2,339,000.0000 "," 2,319,250.0000 ",1.9,2,"115,361,745"
5/10/97," 278,052.0000 ", 87.5000 ," 318,000.0000 "," 328,250.0000 "," 2,183,787.0000 ", 94.2000 ," 2,318,000.0000 "," 2,322,000.0000 ",1.9,2,"115,361,745"
5/17/97," 267,251.0000 ", 83.1000 ," 322,000.0000 "," 329,750.0000 "," 2,096,047.0000 ", 92.1000 ," 2,276,000.0000 "," 2,315,000.0000 ",1.8,2,"115,361,745"
5/24/97," 264,697.0000 ", 83.7000 ," 316,000.0000 "," 324,500.0000 "," 2,015,018.0000 ", 88.6000 ," 2,274,000.0000 "," 2,301,750.0000 ",1.7,2,"115,361,745"
5/31/97," 248,167.0000 ", 77.2000 ," 321,000.0000 "," 319,250.0000 "," 2,099,415.0000 ", 91.0000 ," 2,307,000.0000 "," 2,293,750.0000 ",1.8,2,"115,361,745"
6/7/97," 309,928.0000 ", 94.1000 ," 329,000.0000 "," 322,000.0000 "," 2,060,147.0000 ", 90.5000 ," 2,276,000.0000 "," 2,283,250.0000 ",1.8,2,"115,361,745"
6/14/97," 302,577.0000 ", 90.4000 ," 335,000.0000 "," 325,250.0000 "," 2,068,314.0000 ", 91.3000 ," 2,265,000.0000 "," 2,280,500.0000 ",1.8,2,"115,361,745"
6/21/97," 290,720.0000 ", 92.1000 ," 316,000.0000 "," 325,250.0000 "," 2,084,451.0000 ", 90.5000 ," 2,303,000.0000 "," 2,287,750.0000 ",1.8,2,"115,361,745"
6/28/97," 298,299.0000 ", 92.5000 ," 322,000.0000 "," 325,500.0000 "," 2,052,529.0000 ", 87.8000 ," 2,338,000.0000 "," 2,295,500.0000 ",1.8,2,"115,361,745"
7/5/97," 372,574.0000 ", 107.7000 ," 346,000.0000 "," 329,750.0000 "," 2,259,475.0000 ", 98.7000 ," 2,289,000.0000 "," 2,298,750.0000 ",1.9,2,"116,125,427"
7/12/97," 434,598.0000 ", 132.4000 ," 328,000.0000 "," 328,000.0000 "," 2,337,162.0000 ", 103.3000 ," 2,262,000.0000 "," 2,298,000.0000 ",2,1.9,"116,125,427"
7/19/97," 339,250.0000 ", 112.6000 ," 301,000.0000 "," 324,250.0000 "," 2,236,616.0000 ", 98.6000 ," 2,268,000.0000 "," 2,289,250.0000 ",1.9,2,"116,125,427"
7/26/97," 281,794.0000 ", 92.2000 ," 306,000.0000 "," 320,250.0000 "," 2,180,260.0000 ", 96.5000 ," 2,259,000.0000 "," 2,269,500.0000 ",1.9,1.9,"116,125,427"
8/2/97," 273,471.0000 ", 85.5000 ," 320,000.0000 "," 313,750.0000 "," 2,116,882.0000 ", 94.7000 ," 2,235,000.0000 "," 2,256,000.0000 ",1.8,1.9,"116,125,427"
8/9/97," 289,083.0000 ", 87.8000 ," 329,000.0000 "," 314,000.0000 "," 2,115,834.0000 ", 93.2000 ," 2,270,000.0000 "," 2,258,000.0000 ",1.8,2,"116,125,427"
8/16/97," 272,910.0000 ", 79.5000 ," 343,000.0000 "," 324,500.0000 "," 2,109,053.0000 ", 92.1000 ," 2,290,000.0000 "," 2,263,500.0000 ",1.8,2,"116,125,427"
8/23/97," 255,236.0000 ", 78.1000 ," 327,000.0000 "," 329,750.0000 "," 2,054,433.0000 ", 90.0000 ," 2,283,000.0000 "," 2,269,500.0000 ",1.8,2,"116,125,427"
8/30/97," 250,205.0000 ", 75.4000 ," 332,000.0000 "," 332,750.0000 "," 1,937,027.0000 ", 84.8000 ," 2,284,000.0000 "," 2,281,750.0000 ",1.7,2,"116,125,427"
9/6/97," 224,948.0000 ", 71.8000 ," 313,000.0000 "," 328,750.0000 "," 1,945,602.0000 ", 85.9000 ," 2,265,000.0000 "," 2,280,500.0000 ",1.7,2,"116,125,427"
9/13/97," 253,456.0000 ", 80.6000 ," 314,000.0000 "," 321,500.0000 "," 1,856,497.0000 ", 84.4000 ," 2,200,000.0000 "," 2,258,000.0000 ",1.6,1.9,"116,125,427"
9/20/97," 246,061.0000 ", 77.7000 ," 317,000.0000 "," 319,000.0000 "," 1,819,328.0000 ", 81.2000 ," 2,241,000.0000 "," 2,247,500.0000 ",1.6,1.9,"116,125,427"
9/27/97," 237,214.0000 ", 74.8000 ," 317,000.0000 "," 315,250.0000 "," 1,806,230.0000 ", 80.9000 ," 2,233,000.0000 "," 2,234,750.0000 ",1.6,1.9,"116,125,427"
10/4/97," 260,705.0000 ", 83.7000 ," 311,000.0000 "," 314,750.0000 "," 1,775,301.0000 ", 79.3000 ," 2,239,000.0000 "," 2,228,250.0000 ",1.5,1.9,"116,904,646"
10/11/97," 286,436.0000 ", 93.8000 ," 305,000.0000 "," 312,500.0000 "," 1,781,417.0000 ", 80.5000 ," 2,213,000.0000 "," 2,231,500.0000 ",1.5,1.9,"116,904,646"
10/18/97," 255,634.0000 ", 80.4000 ," 318,000.0000 "," 312,750.0000 "," 1,822,255.0000 ", 83.5000 ," 2,182,000.0000 "," 2,216,750.0000 ",1.6,1.9,"116,904,646"
10/25/97," 272,593.0000 ", 89.0000 ," 306,000.0000 "," 310,000.0000 "," 1,846,670.0000 ", 82.9000 ," 2,228,000.0000 "," 2,215,500.0000 ",1.6,1.9,"116,904,646"
11/1/97," 293,086.0000 ", 93.6000 ," 313,000.0000 "," 310,500.0000 "," 1,877,601.0000 ", 85.3000 ," 2,201,000.0000 "," 2,206,000.0000 ",1.6,1.9,"116,904,646"
11/8/97," 322,842.0000 ", 104.7000 ," 308,000.0000 "," 311,250.0000 "," 1,858,302.0000 ", 84.2000 ," 2,207,000.0000 "," 2,204,500.0000 ",1.6,1.9,"116,904,646"
11/15/97," 311,499.0000 ", 95.8000 ," 325,000.0000 "," 313,000.0000 "," 2,041,270.0000 ", 92.4000 ," 2,209,000.0000 "," 2,211,250.0000 ",1.7,1.9,"116,904,646"
11/22/97," 341,845.0000 ", 110.7000 ," 309,000.0000 "," 313,750.0000 "," 1,896,743.0000 ", 85.6000 ," 2,216,000.0000 "," 2,208,250.0000 ",1.6,1.9,"116,904,646"
11/29/97," 309,788.0000 ", 97.4000 ," 318,000.0000 "," 315,000.0000 "," 2,316,089.0000 ", 103.3000 ," 2,242,000.0000 "," 2,218,500.0000 ",2,1.9,"116,904,646"
12/6/97," 402,699.0000 ", 127.1000 ," 317,000.0000 "," 317,250.0000 "," 2,189,839.0000 ", 98.2000 ," 2,230,000.0000 "," 2,224,250.0000 ",1.9,1.9,"116,904,646"
12/13/97," 374,107.0000 ", 116.0000 ," 323,000.0000 "," 316,750.0000 "," 2,315,621.0000 ", 103.8000 ," 2,231,000.0000 "," 2,229,750.0000 ",2,1.9,"116,904,646"
12/20/97," 368,823.0000 ", 118.8000 ," 310,000.0000 "," 317,000.0000 "," 2,134,581.0000 ", 97.5000 ," 2,189,000.0000 "," 2,223,000.0000 ",1.8,1.9,"116,904,646"
12/27/97," 445,345.0000 ", 147.2000 ," 303,000.0000 "," 313,250.0000 "," 2,597,938.0000 ", 113.4000 ," 2,291,000.0000 "," 2,235,250.0000 ",2.2,2,"116,904,646"
1/3/98," 479,854.0000 ", 153.8000 ," 312,000.0000 "," 312,000.0000 "," 3,174,121.0000 ", 134.0000 ," 2,369,000.0000 "," 2,270,000.0000 ",2.7,2,"117,629,445"
1/10/98," 682,016.0000 ", 206.2000 ," 331,000.0000 "," 314,000.0000 "," 2,877,030.0000 ", 125.6000 ," 2,291,000.0000 "," 2,285,000.0000 ",2.4,1.9,"117,629,445"
1/17/98," 512,837.0000 ", 150.6000 ," 341,000.0000 "," 321,750.0000 "," 2,781,353.0000 ", 124.1000 ," 2,241,000.0000 "," 2,298,000.0000 ",2.4,1.9,"117,629,445"
1/24/98," 355,092.0000 ", 115.7000 ," 307,000.0000 "," 322,750.0000 "," 2,804,818.0000 ", 123.3000 ," 2,275,000.0000 "," 2,294,000.0000 ",2.4,1.9,"117,629,445"
1/31/98," 357,976.0000 ", 113.5000 ," 315,000.0000 "," 323,500.0000 "," 2,769,230.0000 ", 125.9000 ," 2,200,000.0000 "," 2,251,750.0000 ",2.4,1.9,"117,629,445"
2/7/98," 368,113.0000 ", 118.2000 ," 311,000.0000 "," 318,500.0000 "," 2,719,452.0000 ", 120.7000 ," 2,253,000.0000 "," 2,242,250.0000 ",2.3,1.9,"117,629,445"
2/14/98," 328,354.0000 ", 102.3000 ," 321,000.0000 "," 313,500.0000 "," 2,716,844.0000 ", 122.0000 ," 2,227,000.0000 "," 2,238,750.0000 ",2.3,1.9,"117,629,445"
2/21/98," 313,367.0000 ", 95.7000 ," 327,000.0000 "," 318,500.0000 "," 2,722,595.0000 ", 123.3000 ," 2,208,000.0000 "," 2,222,000.0000 ",2.3,1.9,"117,629,445"
2/28/98," 313,480.0000 ", 99.0000 ," 317,000.0000 "," 319,000.0000 "," 2,721,428.0000 ", 123.2000 ," 2,209,000.0000 "," 2,224,250.0000 ",2.3,1.9,"117,629,445"
3/7/98," 305,542.0000 ", 99.1000 ," 308,000.0000 "," 318,250.0000 "," 2,608,178.0000 ", 118.1000 ," 2,208,000.0000 "," 2,213,000.0000 ",2.2,1.9,"117,629,445"
3/14/98," 298,302.0000 ", 93.6000 ," 319,000.0000 "," 317,750.0000 "," 2,652,518.0000 ", 118.6000 ," 2,237,000.0000 "," 2,215,500.0000 ",2.3,1.9,"117,629,445"
3/21/98," 293,692.0000 ", 91.5000 ," 321,000.0000 "," 316,250.0000 "," 2,524,880.0000 ", 113.4000 ," 2,227,000.0000 "," 2,220,250.0000 ",2.1,1.9,"117,629,445"
3/28/98," 272,808.0000 ", 87.5000 ," 312,000.0000 "," 315,000.0000 "," 2,487,250.0000 ", 112.3000 ," 2,215,000.0000 "," 2,221,750.0000 ",2.1,1.9,"117,629,445"
4/4/98," 288,484.0000 ", 92.4000 ," 312,000.0000 "," 316,000.0000 "," 2,297,762.0000 ", 106.1000 ," 2,166,000.0000 "," 2,211,250.0000 ",1.9,1.8,"118,406,635"
4/11/98," 294,014.0000 ", 96.8000 ," 304,000.0000 "," 312,250.0000 "," 2,334,635.0000 ", 106.0000 ," 2,202,000.0000 "," 2,202,500.0000 ",2,1.9,"118,406,635"
4/18/98," 288,059.0000 ", 90.8000 ," 317,000.0000 "," 311,250.0000 "," 2,241,179.0000 ", 101.4000 ," 2,210,000.0000 "," 2,198,250.0000 ",1.9,1.9,"118,406,635"
4/25/98," 278,220.0000 ", 89.4000 ," 311,000.0000 "," 311,000.0000 "," 2,150,162.0000 ", 99.9000 ," 2,152,000.0000 "," 2,182,500.0000 ",1.8,1.8,"118,406,635"
5/2/98," 261,089.0000 ", 85.8000 ," 304,000.0000 "," 309,000.0000 "," 2,032,518.0000 ", 95.2000 ," 2,135,000.0000 "," 2,174,750.0000 ",1.7,1.8,"118,406,635"
5/9/98," 270,108.0000 ", 88.2000 ," 306,000.0000 "," 309,500.0000 "," 2,011,465.0000 ", 94.0000 ," 2,140,000.0000 "," 2,159,250.0000 ",1.7,1.8,"118,406,635"
5/16/98," 262,107.0000 ", 83.3000 ," 315,000.0000 "," 309,000.0000 "," 1,956,659.0000 ", 92.4000 ," 2,118,000.0000 "," 2,136,250.0000 ",1.7,1.8,"118,406,635"
5/23/98," 259,125.0000 ", 83.8000 ," 309,000.0000 "," 308,500.0000 "," 1,901,622.0000 ", 89.1000 ," 2,134,000.0000 "," 2,131,750.0000 ",1.6,1.8,"118,406,635"
5/30/98," 248,550.0000 ", 77.2000 ," 322,000.0000 "," 313,000.0000 "," 1,944,655.0000 ", 90.6000 ," 2,146,000.0000 "," 2,134,500.0000 ",1.6,1.8,"118,406,635"
6/6/98," 289,495.0000 ", 94.6000 ," 306,000.0000 "," 313,000.0000 "," 1,930,892.0000 ", 91.0000 ," 2,122,000.0000 "," 2,130,000.0000 ",1.6,1.8,"118,406,635"
6/13/98," 293,195.0000 ", 91.3000 ," 321,000.0000 "," 314,500.0000 "," 1,970,932.0000 ", 91.3000 ," 2,159,000.0000 "," 2,140,250.0000 ",1.7,1.8,"118,406,635"
6/20/98," 322,017.0000 ", 92.3000 ," 349,000.0000 "," 324,500.0000 "," 1,987,087.0000 ", 90.8000 ," 2,188,000.0000 "," 2,153,750.0000 ",1.7,1.8,"118,406,635"
6/27/98," 348,842.0000 ", 92.8000 ," 376,000.0000 "," 338,000.0000 "," 2,094,566.0000 ", 87.7000 ," 2,388,000.0000 "," 2,214,250.0000 ",1.8,2,"118,406,635"
7/4/98," 379,734.0000 ", 104.8000 ," 362,000.0000 "," 352,000.0000 "," 2,258,033.0000 ", 98.6000 ," 2,290,000.0000 "," 2,256,250.0000 ",1.9,1.9,"119,516,710"
7/11/98," 428,977.0000 ", 134.0000 ," 320,000.0000 "," 351,750.0000 "," 2,408,772.0000 ", 103.7000 ," 2,323,000.0000 "," 2,297,250.0000 ",2,1.9,"119,516,710"
7/18/98," 364,767.0000 ", 115.7000 ," 315,000.0000 "," 343,250.0000 "," 2,332,055.0000 ", 99.7000 ," 2,339,000.0000 "," 2,335,000.0000 ",2,2,"119,516,710"
7/25/98," 314,782.0000 ", 94.1000 ," 335,000.0000 "," 333,000.0000 "," 2,314,333.0000 ", 97.1000 ," 2,383,000.0000 "," 2,333,750.0000 ",1.9,2,"119,516,710"
8/1/98," 277,621.0000 ", 85.0000 ," 327,000.0000 "," 324,250.0000 "," 2,228,735.0000 ", 95.4000 ," 2,336,000.0000 "," 2,345,250.0000 ",1.9,2,"119,516,710"
8/8/98," 279,621.0000 ", 88.4000 ," 316,000.0000 "," 323,250.0000 "," 2,113,919.0000 ", 93.6000 ," 2,258,000.0000 "," 2,329,000.0000 ",1.8,1.9,"119,516,710"
8/15/98," 246,823.0000 ", 80.2000 ," 308,000.0000 "," 321,500.0000 "," 2,049,106.0000 ", 92.7000 ," 2,210,000.0000 "," 2,296,750.0000 ",1.7,1.8,"119,516,710"
8/22/98," 237,999.0000 ", 78.7000 ," 302,000.0000 "," 313,250.0000 "," 1,990,926.0000 ", 90.4000 ," 2,202,000.0000 "," 2,251,500.0000 ",1.7,1.8,"119,516,710"
8/29/98," 233,516.0000 ", 75.4000 ," 310,000.0000 "," 309,000.0000 "," 1,931,309.0000 ", 88.5000 ," 2,182,000.0000 "," 2,213,000.0000 ",1.6,1.8,"119,516,710"
9/5/98," 255,938.0000 ", 81.9000 ," 313,000.0000 "," 308,250.0000 "," 1,806,148.0000 ", 83.6000 ," 2,160,000.0000 "," 2,188,500.0000 ",1.5,1.8,"119,516,710"
9/12/98," 217,454.0000 ", 71.5000 ," 304,000.0000 "," 307,250.0000 "," 1,866,054.0000 ", 85.2000 ," 2,190,000.0000 "," 2,183,500.0000 ",1.6,1.8,"119,516,710"
9/19/98," 237,609.0000 ", 77.8000 ," 305,000.0000 "," 308,000.0000 "," 1,725,122.0000 ", 81.6000 ," 2,114,000.0000 "," 2,161,500.0000 ",1.4,1.8,"119,516,710"
9/26/98," 220,668.0000 ", 75.1000 ," 294,000.0000 "," 304,000.0000 "," 1,746,546.0000 ", 81.3000 ," 2,148,000.0000 "," 2,153,000.0000 ",1.5,1.8,"119,516,710"
10/3/98," 246,284.0000 ", 81.5000 ," 302,000.0000 "," 301,250.0000 "," 1,724,571.0000 ", 80.0000 ," 2,156,000.0000 "," 2,152,000.0000 ",1.4,1.8,"120,048,766"
10/10/98," 300,862.0000 ", 95.1000 ," 316,000.0000 "," 304,250.0000 "," 1,739,836.0000 ", 80.3000 ," 2,167,000.0000 "," 2,146,250.0000 ",1.4,1.8,"120,048,766"
10/17/98," 257,172.0000 ", 80.8000 ," 318,000.0000 "," 307,500.0000 "," 1,814,386.0000 ", 83.7000 ," 2,168,000.0000 "," 2,159,750.0000 ",1.5,1.8,"120,048,766"
10/24/98," 275,574.0000 ", 89.3000 ," 309,000.0000 "," 311,250.0000 "," 1,797,952.0000 ", 82.9000 ," 2,169,000.0000 "," 2,165,000.0000 ",1.5,1.8,"120,048,766"
